	shape	surface	color	target
2510	convex	scaly	red	edible
2511	convex	smooth	white	poisonous
2512	flat	fibrous	brown	edible
2513	flat	fibrous	gray	edible
2514	flat	fibrous	brown	edible
2515	convex	scaly	brown	edible
2516	convex	fibrous	red	edible
2517	flat	smooth	white	edible
2518	convex	scaly	gray	edible
2519	convex	fibrous	red	edible
2520	flat	fibrous	brown	edible
2521	flat	fibrous	brown	edible
2522	convex	scaly	brown	edible
2523	convex	scaly	gray	edible
2524	convex	scaly	brown	edible
2525	convex	fibrous	gray	edible
2526	convex	scaly	brown	edible
2527	convex	scaly	brown	edible
2528	flat	fibrous	brown	edible
2529	convex	scaly	gray	edible
2530	convex	scaly	red	edible
2531	convex	scaly	brown	edible
2532	convex	fibrous	gray	poisonous
2533	flat	fibrous	gray	edible
2534	convex	scaly	red	edible
2535	convex	fibrous	gray	poisonous
2536	convex	scaly	red	edible
2537	convex	fibrous	red	edible
2538	convex	fibrous	gray	poisonous
2539	convex	fibrous	pink	poisonous
2540	convex	fibrous	gray	edible
2541	flat	fibrous	gray	edible
2542	convex	fibrous	gray	edible
2543	convex	scaly	gray	edible
2544	convex	scaly	gray	edible
2545	flat	fibrous	gray	edible
2546	convex	fibrous	gray	edible
2547	convex	fibrous	red	edible
2548	convex	fibrous	brown	edible
2549	convex	scaly	brown	edible
2550	flat	fibrous	brown	edible
2551	flat	fibrous	brown	edible
2552	flat	fibrous	gray	edible
2553	convex	fibrous	gray	edible
2554	convex	scaly	brown	edible
2555	convex	scaly	red	edible
2556	flat	fibrous	brown	edible
2557	convex	scaly	gray	edible
2558	convex	scaly	brown	edible
2559	convex	fibrous	white	poisonous
2560	flat	fibrous	brown	edible
2561	convex	scaly	red	edible
2562	convex	scaly	brown	edible
2563	flat	fibrous	gray	edible
2564	convex	fibrous	red	edible
2565	convex	fibrous	gray	poisonous
2566	convex	scaly	red	edible
2567	flat	fibrous	gray	edible
2568	flat	scaly	red	edible
2569	convex	fibrous	red	edible
2570	convex	fibrous	gray	poisonous
2571	convex	scaly	brown	edible
2572	convex	scaly	brown	edible
2573	convex	scaly	brown	edible
2574	convex	scaly	brown	edible
2575	convex	scaly	gray	edible
2576	convex	scaly	brown	edible
2577	convex	fibrous	gray	edible
2578	convex	scaly	red	edible
2579	convex	scaly	red	edible
2580	convex	scaly	gray	edible
2581	flat	fibrous	red	edible
2582	flat	fibrous	brown	edible
2583	flat	fibrous	brown	edible
2584	convex	scaly	gray	edible
2585	convex	scaly	gray	edible
2586	convex	fibrous	red	edible
2587	flat	fibrous	brown	edible
2588	flat	fibrous	brown	edible
2589	convex	scaly	red	edible
2590	convex	scaly	brown	edible
2591	flat	fibrous	brown	edible
2592	flat	fibrous	brown	edible
2593	convex	fibrous	gray	poisonous
2594	convex	fibrous	gray	edible
2595	convex	scaly	brown	edible
2596	convex	fibrous	gray	edible
2597	convex	fibrous	gray	edible
2598	convex	scaly	gray	edible
2599	flat	fibrous	brown	edible
2600	flat	fibrous	gray	edible
2601	convex	scaly	brown	edible
2602	convex	fibrous	red	edible
2603	flat	fibrous	brown	edible
2604	convex	fibrous	gray	poisonous
2605	convex	fibrous	red	edible
2606	flat	fibrous	brown	edible
2607	convex	fibrous	red	edible
2608	convex	fibrous	red	edible
2609	convex	scaly	red	edible
2610	flat	scaly	gray	edible
2611	flat	fibrous	brown	edible
2612	convex	fibrous	gray	edible
2613	flat	fibrous	gray	edible
2614	convex	scaly	brown	edible
2615	convex	scaly	gray	edible
2616	convex	scaly	gray	edible
2617	convex	fibrous	brown	edible
2618	convex	scaly	red	edible
2619	flat	fibrous	brown	edible
2620	convex	scaly	red	edible
2621	convex	fibrous	brown	edible
2622	flat	fibrous	brown	edible
2623	convex	scaly	red	edible
2624	convex	fibrous	gray	edible
2625	convex	scaly	brown	edible
2626	convex	fibrous	gray	poisonous
2627	flat	fibrous	gray	edible
2628	convex	fibrous	brown	edible
2629	flat	smooth	brown	edible
2630	flat	fibrous	brown	edible
2631	convex	scaly	gray	edible
2632	flat	scaly	gray	edible
2633	convex	scaly	gray	edible
2634	flat	scaly	red	edible
2635	convex	scaly	gray	edible
2636	convex	fibrous	gray	edible
2637	flat	fibrous	gray	edible
2638	convex	scaly	brown	edible
2639	flat	fibrous	brown	edible
2640	convex	scaly	red	edible
2641	convex	scaly	red	edible
2642	flat	scaly	brown	edible
2643	convex	scaly	brown	edible
2644	convex	fibrous	gray	edible
2645	flat	fibrous	gray	edible
2646	flat	fibrous	white	edible
2647	convex	scaly	brown	edible
2648	convex	fibrous	gray	edible
2649	flat	scaly	red	edible
2650	convex	fibrous	red	edible
2651	convex	scaly	brown	edible
2652	flat	scaly	brown	edible
2653	convex	scaly	gray	edible
2654	flat	fibrous	brown	edible
2655	convex	scaly	red	edible
2656	convex	scaly	red	edible
2657	convex	scaly	red	edible
2658	convex	fibrous	red	edible
2659	convex	fibrous	red	edible
2660	convex	fibrous	red	edible
2661	flat	fibrous	brown	edible
2662	convex	fibrous	gray	edible
2663	convex	fibrous	gray	edible
2664	convex	scaly	gray	edible
2665	convex	scaly	brown	edible
2666	convex	fibrous	red	edible
2667	convex	fibrous	red	edible
2668	convex	fibrous	gray	edible
2669	convex	fibrous	red	edible
2670	flat	fibrous	brown	edible
2671	convex	fibrous	red	edible
2672	flat	fibrous	brown	edible
2673	flat	fibrous	brown	edible
2674	flat	fibrous	brown	edible
2675	convex	fibrous	gray	edible
2676	convex	fibrous	red	edible
2677	convex	scaly	red	edible
2678	flat	fibrous	gray	edible
2679	flat	fibrous	brown	edible
2680	convex	scaly	brown	edible
2681	flat	fibrous	brown	edible
2682	convex	fibrous	pink	poisonous
2683	convex	fibrous	red	edible
2684	convex	fibrous	brown	edible
2685	convex	scaly	red	edible
2686	flat	fibrous	brown	edible
2687	flat	fibrous	brown	edible
2688	convex	scaly	gray	edible
2689	flat	smooth	brown	edible
2690	convex	scaly	gray	edible
2691	convex	scaly	brown	edible
2692	convex	scaly	brown	edible
2693	flat	fibrous	gray	edible
2694	convex	fibrous	red	edible
2695	flat	fibrous	brown	edible
2696	convex	fibrous	gray	poisonous
2697	convex	scaly	red	edible
2698	convex	fibrous	gray	edible
2699	convex	fibrous	red	edible
2700	convex	fibrous	red	edible
2701	convex	scaly	red	edible
2702	flat	fibrous	brown	edible
2703	flat	fibrous	brown	edible
2704	convex	scaly	brown	edible
2705	convex	fibrous	red	edible
2706	convex	scaly	red	edible
2707	convex	scaly	brown	edible
2708	convex	scaly	gray	edible
2709	convex	scaly	brown	edible
2710	convex	scaly	red	edible
2711	convex	fibrous	red	edible
2712	convex	fibrous	red	edible
2713	convex	scaly	red	edible
2714	convex	scaly	brown	edible
2715	convex	fibrous	red	edible
2716	flat	fibrous	red	edible
2717	flat	fibrous	brown	edible
2718	convex	scaly	red	edible
2719	convex	fibrous	brown	edible
2720	convex	scaly	red	edible
2721	flat	fibrous	gray	edible
2722	convex	scaly	brown	edible
2723	flat	scaly	red	edible
2724	convex	scaly	brown	edible
2725	convex	scaly	red	edible
2726	convex	scaly	gray	edible
2727	flat	scaly	gray	edible
2728	convex	scaly	brown	edible
2729	convex	smooth	gray	edible
2730	flat	fibrous	brown	edible
2731	convex	scaly	gray	edible
2732	convex	scaly	gray	edible
2733	convex	fibrous	brown	edible
2734	convex	fibrous	red	edible
2735	convex	scaly	red	edible
2736	convex	scaly	brown	edible
2737	convex	fibrous	red	edible
2738	convex	scaly	red	edible
2739	convex	scaly	brown	edible
2740	flat	fibrous	gray	edible
2741	convex	fibrous	red	edible
2742	flat	scaly	brown	edible
2743	convex	scaly	brown	edible
2744	convex	fibrous	red	edible
2745	convex	fibrous	gray	edible
2746	convex	scaly	brown	edible
2747	convex	scaly	gray	edible
2748	convex	fibrous	gray	poisonous
2749	convex	scaly	brown	edible
2750	convex	fibrous	gray	edible
2751	convex	scaly	brown	edible
2752	convex	scaly	gray	edible
2753	convex	scaly	brown	edible
2754	flat	fibrous	brown	edible
2755	flat	fibrous	brown	edible
2756	convex	scaly	brown	edible
2757	flat	fibrous	brown	edible
2758	flat	fibrous	brown	edible
2759	flat	scaly	gray	edible
2760	convex	fibrous	gray	edible
2761	convex	scaly	gray	edible
2762	convex	scaly	gray	edible
2763	flat	fibrous	brown	edible
2764	convex	fibrous	gray	edible
2765	convex	fibrous	gray	poisonous
2766	flat	fibrous	brown	edible
2767	convex	scaly	gray	edible
2768	convex	fibrous	gray	edible
2769	convex	fibrous	gray	poisonous
2770	flat	fibrous	brown	edible
2771	convex	scaly	red	edible
2772	convex	scaly	brown	edible
2773	convex	fibrous	red	edible
2774	convex	fibrous	red	edible
2775	convex	scaly	brown	edible
2776	flat	fibrous	brown	edible
2777	convex	fibrous	red	edible
2778	convex	fibrous	gray	edible
2779	flat	fibrous	brown	edible
2780	convex	scaly	red	edible
2781	convex	fibrous	gray	edible
2782	flat	fibrous	gray	edible
2783	flat	fibrous	gray	edible
2784	flat	fibrous	brown	edible
2785	convex	fibrous	brown	edible
2786	convex	scaly	red	edible
2787	flat	smooth	gray	edible
2788	convex	scaly	red	edible
2789	flat	fibrous	gray	edible
2790	convex	scaly	red	edible
2791	convex	fibrous	gray	edible
2792	flat	fibrous	brown	edible
2793	convex	fibrous	red	edible
2794	convex	fibrous	red	edible
2795	convex	fibrous	gray	edible
2796	convex	fibrous	white	poisonous
2797	convex	scaly	red	edible
2798	convex	fibrous	red	edible
2799	convex	scaly	brown	edible
2800	flat	fibrous	white	edible
2801	convex	fibrous	gray	edible
2802	flat	fibrous	gray	edible
2803	convex	fibrous	gray	edible
2804	flat	scaly	red	edible
2805	convex	fibrous	red	edible
2806	convex	scaly	brown	edible
2807	convex	scaly	red	edible
2808	convex	fibrous	red	edible
2809	flat	scaly	red	edible
2810	flat	fibrous	brown	edible
2811	convex	scaly	gray	edible
2812	convex	scaly	gray	edible
2813	convex	fibrous	gray	edible
2814	convex	fibrous	red	edible
2815	convex	fibrous	brown	edible
2816	flat	fibrous	brown	edible
2817	convex	fibrous	red	edible
2818	convex	scaly	gray	edible
2819	convex	scaly	brown	edible
2820	convex	fibrous	gray	edible
2821	convex	scaly	red	edible
2822	flat	fibrous	brown	edible
2823	convex	scaly	gray	edible
2824	flat	fibrous	gray	edible
2825	convex	fibrous	red	edible
2826	flat	fibrous	brown	edible
2827	convex	scaly	gray	edible
2828	convex	scaly	brown	edible
2829	convex	scaly	red	edible
2830	convex	fibrous	red	edible
2831	convex	fibrous	brown	edible
2832	flat	fibrous	brown	edible
2833	convex	scaly	gray	edible
2834	convex	fibrous	red	edible
2835	flat	fibrous	brown	edible
2836	flat	fibrous	brown	edible
2837	convex	scaly	red	edible
2838	convex	fibrous	gray	edible
2839	convex	fibrous	gray	edible
2840	convex	fibrous	pink	poisonous
2841	convex	scaly	brown	edible
2842	convex	fibrous	red	edible
2843	flat	smooth	brown	edible
2844	convex	scaly	gray	edible
2845	convex	scaly	gray	edible
2846	convex	fibrous	brown	edible
2847	flat	fibrous	gray	edible
2848	convex	fibrous	gray	edible
2849	convex	scaly	brown	edible
2850	convex	fibrous	red	edible
2851	convex	fibrous	brown	edible
2852	flat	fibrous	gray	edible
2853	flat	fibrous	brown	edible
2854	convex	scaly	gray	edible
2855	convex	scaly	red	edible
2856	convex	scaly	gray	edible
2857	flat	fibrous	gray	edible
2858	convex	fibrous	red	edible
2859	convex	smooth	pink	poisonous
2860	flat	scaly	brown	edible
2861	convex	scaly	red	edible
2862	convex	scaly	gray	edible
2863	convex	scaly	gray	edible
2864	convex	fibrous	gray	edible
2865	convex	fibrous	red	edible
2866	convex	scaly	brown	edible
2867	convex	scaly	gray	edible
2868	convex	scaly	red	edible
2869	convex	scaly	brown	edible
2870	convex	scaly	gray	edible
2871	convex	scaly	brown	edible
2872	convex	fibrous	red	edible
2873	convex	fibrous	red	edible
2874	convex	scaly	gray	edible
2875	flat	fibrous	gray	edible
2876	flat	fibrous	red	edible
2877	flat	fibrous	gray	edible
2878	convex	scaly	red	edible
2879	convex	scaly	red	edible
2880	convex	smooth	white	edible
2881	convex	scaly	brown	edible
2882	convex	scaly	red	edible
2883	flat	fibrous	red	edible
2884	convex	fibrous	gray	edible
2885	flat	fibrous	brown	edible
2886	convex	smooth	gray	poisonous
2887	flat	scaly	red	edible
2888	convex	scaly	gray	edible
2889	convex	fibrous	brown	edible
2890	convex	scaly	red	edible
2891	convex	fibrous	white	poisonous
2892	convex	scaly	red	edible
2893	flat	fibrous	gray	edible
2894	flat	fibrous	brown	edible
2895	convex	scaly	brown	edible
2896	flat	fibrous	brown	edible
2897	convex	fibrous	gray	edible
2898	flat	scaly	brown	edible
2899	convex	scaly	gray	edible
2900	flat	scaly	brown	edible
2901	convex	fibrous	gray	edible
2902	convex	fibrous	gray	poisonous
2903	convex	scaly	gray	edible
2904	convex	scaly	gray	edible
2905	convex	fibrous	gray	edible
2906	convex	fibrous	red	edible
2907	convex	fibrous	gray	edible
2908	convex	fibrous	gray	edible
2909	flat	fibrous	gray	edible
2910	convex	scaly	red	edible
2911	convex	fibrous	gray	edible
2912	convex	scaly	red	edible
2913	convex	fibrous	brown	edible
2914	convex	scaly	gray	edible
2915	convex	scaly	red	edible
2916	flat	fibrous	brown	edible
2917	convex	fibrous	red	edible
2918	flat	scaly	brown	edible
2919	convex	scaly	brown	edible
2920	convex	scaly	gray	edible
2921	flat	fibrous	red	edible
2922	convex	fibrous	gray	edible
2923	convex	scaly	gray	edible
2924	convex	scaly	gray	edible
2925	convex	fibrous	gray	poisonous
2926	convex	fibrous	gray	edible
2927	convex	fibrous	gray	edible
2928	convex	fibrous	brown	edible
2929	convex	fibrous	gray	edible
2930	flat	fibrous	brown	edible
2931	convex	scaly	brown	edible
2932	convex	fibrous	red	edible
2933	convex	scaly	brown	edible
2934	flat	scaly	gray	edible
2935	flat	fibrous	gray	edible
2936	convex	fibrous	gray	poisonous
2937	convex	fibrous	brown	edible
2938	convex	scaly	brown	edible
2939	convex	fibrous	red	edible
2940	convex	fibrous	brown	edible
2941	flat	fibrous	brown	edible
2942	convex	scaly	gray	edible
2943	convex	scaly	brown	edible
2944	convex	scaly	red	edible
2945	flat	fibrous	gray	edible
2946	convex	fibrous	gray	edible
2947	convex	scaly	red	edible
2948	convex	scaly	red	edible
2949	convex	fibrous	gray	edible
2950	convex	scaly	brown	edible
2951	convex	fibrous	red	edible
2952	flat	fibrous	brown	edible
2953	convex	fibrous	red	edible
2954	flat	fibrous	brown	edible
2955	convex	scaly	red	edible
2956	convex	fibrous	brown	edible
2957	convex	fibrous	red	edible
2958	convex	fibrous	red	edible
2959	convex	fibrous	brown	edible
2960	convex	scaly	brown	edible
2961	convex	scaly	red	edible
2962	flat	fibrous	brown	edible
2963	convex	scaly	brown	edible
2964	convex	scaly	red	edible
2965	flat	fibrous	gray	edible
2966	convex	scaly	red	edible
2967	convex	scaly	red	edible
2968	flat	fibrous	brown	edible
2969	flat	fibrous	brown	edible
2970	convex	fibrous	gray	edible
2971	convex	scaly	gray	edible
2972	convex	fibrous	brown	edible
2973	flat	fibrous	brown	edible
2974	convex	scaly	brown	edible
2975	convex	scaly	gray	edible
2976	convex	fibrous	gray	edible
2977	convex	scaly	red	edible
2978	convex	fibrous	gray	edible
2979	convex	scaly	red	edible
2980	convex	fibrous	gray	edible
2981	convex	fibrous	red	edible
2982	convex	fibrous	red	edible
2983	convex	fibrous	red	edible
2984	flat	scaly	gray	edible
2985	convex	fibrous	gray	edible
2986	convex	fibrous	red	edible
2987	convex	fibrous	gray	edible
2988	flat	fibrous	brown	edible
2989	convex	fibrous	gray	poisonous
2990	convex	fibrous	brown	edible
2991	convex	scaly	gray	edible
2992	flat	fibrous	brown	edible
2993	convex	fibrous	red	edible
2994	flat	fibrous	gray	edible
2995	convex	scaly	brown	edible
2996	convex	scaly	red	edible
2997	convex	scaly	red	edible
2998	convex	scaly	brown	edible
2999	convex	scaly	brown	edible
3000	convex	scaly	yellow	poisonous
3001	flat	scaly	brown	edible
3002	convex	fibrous	gray	poisonous
3003	convex	fibrous	gray	poisonous
3004	flat	fibrous	gray	edible
3005	flat	fibrous	red	edible
3006	flat	scaly	brown	edible
3007	flat	fibrous	red	edible
3008	convex	fibrous	gray	poisonous
3009	flat	fibrous	gray	edible
3010	flat	scaly	red	edible
3011	flat	scaly	red	edible
3012	convex	fibrous	white	poisonous
3013	convex	fibrous	red	edible
3014	flat	scaly	brown	edible
3015	convex	fibrous	gray	poisonous
3016	convex	fibrous	gray	poisonous
3017	flat	scaly	red	edible
3018	flat	scaly	red	edible
3019	flat	fibrous	brown	edible
3020	flat	fibrous	gray	edible
3021	flat	fibrous	red	edible
3022	flat	scaly	red	edible
3023	flat	scaly	red	edible
3024	flat	scaly	red	edible
3025	convex	fibrous	pink	poisonous
3026	convex	fibrous	gray	poisonous
3027	flat	fibrous	red	edible
3028	flat	scaly	gray	edible
3029	flat	scaly	gray	edible
3030	flat	fibrous	gray	edible
3031	flat	fibrous	red	edible
3032	flat	scaly	red	edible
3033	flat	fibrous	gray	poisonous
3034	flat	scaly	brown	edible
3035	flat	scaly	red	edible
3036	convex	fibrous	gray	poisonous
3037	flat	fibrous	red	edible
3038	flat	scaly	red	edible
3039	convex	scaly	yellow	poisonous
3040	flat	fibrous	yellow	poisonous
3041	flat	scaly	brown	edible
3042	flat	scaly	brown	edible
3043	flat	scaly	gray	edible
3044	flat	scaly	brown	edible
3045	convex	scaly	red	edible
3046	convex	smooth	pink	poisonous
3047	flat	scaly	brown	edible
3048	convex	scaly	red	edible
3049	flat	fibrous	red	edible
3050	flat	scaly	brown	edible
3051	convex	smooth	white	poisonous
3052	flat	fibrous	gray	edible
3053	flat	scaly	gray	edible
3054	flat	scaly	gray	edible
3055	flat	scaly	brown	edible
3056	convex	smooth	gray	poisonous
3057	convex	fibrous	pink	poisonous
3058	flat	scaly	red	edible
3059	convex	fibrous	gray	poisonous
3060	convex	smooth	white	poisonous
3061	convex	fibrous	gray	poisonous
3062	flat	scaly	brown	edible
3063	convex	scaly	yellow	poisonous
3064	flat	scaly	gray	edible
3065	flat	scaly	brown	edible
3066	flat	scaly	gray	edible
3067	convex	smooth	white	poisonous
3068	convex	fibrous	gray	poisonous
3069	flat	scaly	gray	edible
3070	convex	scaly	brown	edible
3071	flat	scaly	gray	edible
3072	convex	fibrous	gray	poisonous
3073	flat	scaly	brown	edible
3074	flat	fibrous	gray	poisonous
3075	flat	fibrous	red	edible
3076	convex	fibrous	brown	edible
3077	flat	fibrous	gray	poisonous
3078	flat	scaly	gray	edible
3079	flat	scaly	gray	edible
3080	flat	scaly	red	edible
3081	convex	fibrous	gray	poisonous
3082	flat	fibrous	red	edible
3083	flat	scaly	brown	edible
3084	convex	fibrous	gray	poisonous
3085	flat	scaly	red	edible
3086	convex	fibrous	gray	poisonous
3087	flat	scaly	red	edible
3088	convex	fibrous	gray	poisonous
3089	convex	fibrous	gray	poisonous
3090	convex	fibrous	gray	poisonous
3091	flat	scaly	red	edible
3092	convex	fibrous	gray	poisonous
3093	flat	fibrous	red	edible
3094	convex	smooth	gray	poisonous
3095	flat	scaly	gray	edible
3096	convex	smooth	pink	poisonous
3097	flat	fibrous	red	edible
3098	flat	fibrous	red	edible
3099	flat	scaly	red	edible
3100	flat	scaly	brown	edible
3101	convex	fibrous	gray	poisonous
3102	flat	fibrous	yellow	poisonous
3103	convex	smooth	gray	poisonous
3104	flat	fibrous	red	edible
3105	flat	fibrous	red	edible
3106	flat	scaly	red	edible
3107	flat	scaly	brown	edible
